episode_id,paired_destination_id,shift_type,shift_minutes,duration_minutes,destination_start,destination_end,source_start,source_end,quarter,daypart,is_weekend,fold,split,seed,source_valid,destination_valid,p_context_valid,h_context_valid,post_context_valid,selected,rejection_reason,manifest_version,manifest_hash
D120_006_WEEKLY,D120_006,WEEKLY,10080,120,2009-06-26 15:42:00,2009-06-26 17:42:00,2009-06-19 15:42:00,2009-06-19 17:42:00,2,tarde,False,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,2,6e0c7805127172dbad691a941f5715a99b8d99eebfaba94843cd4213497bc822
D120_007_DAILY,D120_007,DAILY,1440,120,2009-10-04 00:31:00,2009-10-04 02:31:00,2009-10-03 00:31:00,2009-10-03 02:31:00,4,madrugada,True,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,2,6e0c7805127172dbad691a941f5715a99b8d99eebfaba94843cd4213497bc822
D120_007_WEEKLY,D120_007,WEEKLY,10080,120,2009-10-04 00:31:00,2009-10-04 02:31:00,2009-09-27 00:31:00,2009-09-27 02:31:00,4,madrugada,True,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,2,6e0c7805127172dbad691a941f5715a99b8d99eebfaba94843cd4213497bc822
D120_008_DAILY,D120_008,DAILY,1440,120,2009-07-14 09:41:00,2009-07-14 11:41:00,2009-07-13 09:41:00,2009-07-13 11:41:00,3,mañana,False,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,2,6e0c7805127172dbad691a941f5715a99b8d99eebfaba94843cd4213497bc822
D120_008_WEEKLY,D120_008,WEEKLY,10080,120,2009-07-14 09:41:00,2009-07-14 11:41:00,2009-07-07 09:41:00,2009-07-07 11:41:00,3,mañana,False,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,2,6e0c7805127172dbad691a941f5715a99b8d99eebfaba94843cd4213497bc822
D120_009_DAILY,D120_009,DAILY,1440,120,2009-06-28 23:00:00,2009-06-29 01:00:00,2009-06-27 23:00:00,2009-06-28 01:00:00,2,noche,True,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,2,6e0c7805127172dbad691a941f5715a99b8d99eebfaba94843cd4213497bc822
D120_009_WEEKLY,D120_009,WEEKLY,10080,120,2009-06-28 23:00:00,2009-06-29 01:00:00,2009-06-21 23:00:00,2009-06-22 01:00:00,2,noche,True,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,2,6e0c7805127172dbad691a941f5715a99b8d99eebfaba94843cd4213497bc822
D360_000_DAILY,D360_000,DAILY,1440,360,2009-06-30 12:32:00,2009-06-30 18:32:00,2009-06-29 12:32:00,2009-06-29 18:32:00,2,tarde,False,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,2,6e0c7805127172dbad691a941f5715a99b8d99eebfaba94843cd4213497bc822
D360_000_WEEKLY,D360_000,WEEKLY,10080,360,2009-06-30 12:32:00,2009-06-30 18:32:00,2009-06-23 12:32:00,2009-06-23 18:32:00,2,tarde,False,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,2,6e0c7805127172dbad691a941f5715a99b8d99eebfaba94843cd4213497bc822
D360_001_DAILY,D360_001,DAILY,1440,360,2009-09-09 11:20:00,2009-09-09 17:20:00,2009-09-08 11:20:00,2009-09-08 17:20:00,3,mañana,False,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,2,6e0c7805127172dbad691a941f5715a99b8d99eebfaba94843cd4213497bc822
D360_001_WEEKLY,D360_001,WEEKLY,10080,360,2009-09-09 11:20:00,2009-09-09 17:20:00,2009-09-02 11:20:00,2009-09-02 17:20:00,3,mañana,False,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,2,6e0c7805127172dbad691a941f5715a99b8d99eebfaba94843cd4213497bc822
D360_002_DAILY,D360_002,DAILY,1440,360,2009-10-11 07:05:00,2009-10-11 13:05:00,2009-10-10 07:05:00,2009-10-10 13:05:00,4,mañana,True,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,2,6e0c7805127172dbad691a941f5715a99b8d99eebfaba94843cd4213497bc822
D360_002_WEEKLY,D360_002,WEEKLY,10080,360,2009-10-11 07:05:00,2009-10-11 13:05:00,2009-10-04 07:05:00,2009-10-04 13:05:00,4,mañana,True,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,2,6e0c7805127172dbad691a941f5715a99b8d99eebfaba94843cd4213497bc822
D360_003_DAILY,D360_003,DAILY,1440,360,2009-06-29 22:52:00,2009-06-30 04:52:00,2009-06-28 22:52:00,2009-06-29 04:52:00,2,noche,False,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,2,6e0c7805127172dbad691a941f5715a99b8d99eebfaba94843cd4213497bc822
D360_003_WEEKLY,D360_003,WEEKLY,10080,360,2009-06-29 22:52:00,2009-06-30 04:52:00,2009-06-22 22:52:00,2009-06-23 04:52:00,2,noche,False,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,2,6e0c7805127172dbad691a941f5715a99b8d99eebfaba94843cd4213497bc822
D360_004_DAILY,D360_004,DAILY,1440,360,2009-12-12 00:54:00,2009-12-12 06:54:00,2009-12-11 00:54:00,2009-12-11 06:54:00,4,madrugada,True,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,2,6e0c7805127172dbad691a941f5715a99b8d99eebfaba94843cd4213497bc822
D360_004_WEEKLY,D360_004,WEEKLY,10080,360,2009-12-12 00:54:00,2009-12-12 06:54:00,2009-12-05 00:54:00,2009-12-05 06:54:00,4,madrugada,True,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,2,6e0c7805127172dbad691a941f5715a99b8d99eebfaba94843cd4213497bc822
D360_005_DAILY,D360_005,DAILY,1440,360,2009-07-23 15:09:00,2009-07-23 21:09:00,2009-07-22 15:09:00,2009-07-22 21:09:00,3,tarde,False,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,2,6e0c7805127172dbad691a941f5715a99b8d99eebfaba94843cd4213497bc822
D360_005_WEEKLY,D360_005,WEEKLY,10080,360,2009-07-23 15:09:00,2009-07-23 21:09:00,2009-07-16 15:09:00,2009-07-16 21:09:00,3,tarde,False,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,2,6e0c7805127172dbad691a941f5715a99b8d99eebfaba94843cd4213497bc822
D360_006_DAILY,D360_006,DAILY,1440,360,2009-06-27 05:52:00,2009-06-27 11:52:00,2009-06-26 05:52:00,2009-06-26 11:52:00,2,madrugada,True,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,2,6e0c7805127172dbad691a941f5715a99b8d99eebfaba94843cd4213497bc822
D360_006_WEEKLY,D360_006,WEEKLY,10080,360,2009-06-27 05:52:00,2009-06-27 11:52:00,2009-06-20 05:52:00,2009-06-20 11:52:00,2,madrugada,True,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,2,6e0c7805127172dbad691a941f5715a99b8d99eebfaba94843cd4213497bc822
D360_007_DAILY,D360_007,DAILY,1440,360,2009-10-16 13:10:00,2009-10-16 19:10:00,2009-10-15 13:10:00,2009-10-15 19:10:00,4,tarde,False,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,2,6e0c7805127172dbad691a941f5715a99b8d99eebfaba94843cd4213497bc822
D360_007_WEEKLY,D360_007,WEEKLY,10080,360,2009-10-16 13:10:00,2009-10-16 19:10:00,2009-10-09 13:10:00,2009-10-09 19:10:00,4,tarde,False,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,2,6e0c7805127172dbad691a941f5715a99b8d99eebfaba94843cd4213497bc822
D360_008_DAILY,D360_008,DAILY,1440,360,2009-08-10 07:54:00,2009-08-10 13:54:00,2009-08-09 07:54:00,2009-08-09 13:54:00,3,mañana,False,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,2,6e0c7805127172dbad691a941f5715a99b8d99eebfaba94843cd4213497bc822
D360_008_WEEKLY,D360_008,WEEKLY,10080,360,2009-08-10 07:54:00,2009-08-10 13:54:00,2009-08-03 07:54:00,2009-08-03 13:54:00,3,mañana,False,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,2,6e0c7805127172dbad691a941f5715a99b8d99eebfaba94843cd4213497bc822
D360_009_DAILY,D360_009,DAILY,1440,360,2009-06-27 23:52:00,2009-06-28 05:52:00,2009-06-26 23:52:00,2009-06-27 05:52:00,2,noche,True,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,2,6e0c7805127172dbad691a941f5715a99b8d99eebfaba94843cd4213497bc822
D360_009_WEEKLY,D360_009,WEEKLY,10080,360,2009-06-27 23:52:00,2009-06-28 05:52:00,2009-06-20 23:52:00,2009-06-21 05:52:00,2,noche,True,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,2,6e0c7805127172dbad691a941f5715a99b8d99eebfaba94843cd4213497bc822
D1440_000_DAILY,D1440_000,DAILY,1440,1440,2009-06-30 13:11:00,2009-07-01 13:11:00,2009-06-29 13:11:00,2009-06-30 13:11:00,2,tarde,False,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,2,6e0c7805127172dbad691a941f5715a99b8d99eebfaba94843cd4213497bc822
D1440_000_WEEKLY,D1440_000,WEEKLY,10080,1440,2009-06-30 13:11:00,2009-07-01 13:11:00,2009-06-23 13:11:00,2009-06-24 13:11:00,2,tarde,False,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,2,6e0c7805127172dbad691a941f5715a99b8d99eebfaba94843cd4213497bc822
D1440_001_DAILY,D1440_001,DAILY,1440,1440,2009-09-28 18:26:00,2009-09-29 18:26:00,2009-09-27 18:26:00,2009-09-28 18:26:00,3,noche,False,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,2,6e0c7805127172dbad691a941f5715a99b8d99eebfaba94843cd4213497bc822
D1440_001_WEEKLY,D1440_001,WEEKLY,10080,1440,2009-09-28 18:26:00,2009-09-29 18:26:00,2009-09-21 18:26:00,2009-09-22 18:26:00,3,noche,False,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,2,6e0c7805127172dbad691a941f5715a99b8d99eebfaba94843cd4213497bc822
D1440_002_DAILY,D1440_002,DAILY,1440,1440,2009-11-06 20:25:00,2009-11-07 20:25:00,2009-11-05 20:25:00,2009-11-06 20:25:00,4,noche,False,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,2,6e0c7805127172dbad691a941f5715a99b8d99eebfaba94843cd4213497bc822
D1440_002_WEEKLY,D1440_002,WEEKLY,10080,1440,2009-11-06 20:25:00,2009-11-07 20:25:00,2009-10-30 20:25:00,2009-10-31 20:25:00,4,noche,False,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,2,6e0c7805127172dbad691a941f5715a99b8d99eebfaba94843cd4213497bc822
D1440_003_DAILY,D1440_003,DAILY,1440,1440,2009-06-27 08:22:00,2009-06-28 08:22:00,2009-06-26 08:22:00,2009-06-27 08:22:00,2,mañana,True,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,2,6e0c7805127172dbad691a941f5715a99b8d99eebfaba94843cd4213497bc822
D1440_003_WEEKLY,D1440_003,WEEKLY,10080,1440,2009-06-27 08:22:00,2009-06-28 08:22:00,2009-06-20 08:22:00,2009-06-21 08:22:00,2,mañana,True,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,2,6e0c7805127172dbad691a941f5715a99b8d99eebfaba94843cd4213497bc822
D1440_004_DAILY,D1440_004,DAILY,1440,1440,2009-08-21 03:28:00,2009-08-22 03:28:00,2009-08-20 03:28:00,2009-08-21 03:28:00,3,madrugada,False,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,2,6e0c7805127172dbad691a941f5715a99b8d99eebfaba94843cd4213497bc822
D1440_004_WEEKLY,D1440_004,WEEKLY,10080,1440,2009-08-21 03:28:00,2009-08-22 03:28:00,2009-08-14 03:28:00,2009-08-15 03:28:00,3,madrugada,False,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,2,6e0c7805127172dbad691a941f5715a99b8d99eebfaba94843cd4213497bc822
D1440_005_DAILY,D1440_005,DAILY,1440,1440,2009-11-28 16:30:00,2009-11-29 16:30:00,2009-11-27 16:30:00,2009-11-28 16:30:00,4,tarde,True,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,2,6e0c7805127172dbad691a941f5715a99b8d99eebfaba94843cd4213497bc822
D1440_005_WEEKLY,D1440_005,WEEKLY,10080,1440,2009-11-28 16:30:00,2009-11-29 16:30:00,2009-11-21 16:30:00,2009-11-22 16:30:00,4,tarde,True,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,2,6e0c7805127172dbad691a941f5715a99b8d99eebfaba94843cd4213497bc822
D1440_006_DAILY,D1440_006,DAILY,1440,1440,2009-11-23 19:38:00,2009-11-24 19:38:00,2009-11-22 19:38:00,2009-11-23 19:38:00,4,noche,False,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,2,6e0c7805127172dbad691a941f5715a99b8d99eebfaba94843cd4213497bc822
D1440_006_WEEKLY,D1440_006,WEEKLY,10080,1440,2009-11-23 19:38:00,2009-11-24 19:38:00,2009-11-16 19:38:00,2009-11-17 19:38:00,4,noche,False,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,2,6e0c7805127172dbad691a941f5715a99b8d99eebfaba94843cd4213497bc822
D1440_007_DAILY,D1440_007,DAILY,1440,1440,2009-08-08 03:26:00,2009-08-09 03:26:00,2009-08-07 03:26:00,2009-08-08 03:26:00,3,madrugada,True,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,2,6e0c7805127172dbad691a941f5715a99b8d99eebfaba94843cd4213497bc822
D1440_007_WEEKLY,D1440_007,WEEKLY,10080,1440,2009-08-08 03:26:00,2009-08-09 03:26:00,2009-08-01 03:26:00,2009-08-02 03:26:00,3,madrugada,True,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,2,6e0c7805127172dbad691a941f5715a99b8d99eebfaba94843cd4213497bc822
D1440_008_DAILY,D1440_008,DAILY,1440,1440,2009-10-08 17:56:00,2009-10-09 17:56:00,2009-10-07 17:56:00,2009-10-08 17:56:00,4,tarde,False,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,2,6e0c7805127172dbad691a941f5715a99b8d99eebfaba94843cd4213497bc822
D1440_008_WEEKLY,D1440_008,WEEKLY,10080,1440,2009-10-08 17:56:00,2009-10-09 17:56:00,2009-10-01 17:56:00,2009-10-02 17:56:00,4,tarde,False,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,2,6e0c7805127172dbad691a941f5715a99b8d99eebfaba94843cd4213497bc822
D1440_009_DAILY,D1440_009,DAILY,1440,1440,2009-07-26 10:46:00,2009-07-27 10:46:00,2009-07-25 10:46:00,2009-07-26 10:46:00,3,mañana,True,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,2,6e0c7805127172dbad691a941f5715a99b8d99eebfaba94843cd4213497bc822
D1440_009_WEEKLY,D1440_009,WEEKLY,10080,1440,2009-07-26 10:46:00,2009-07-27 10:46:00,2009-07-19 10:46:00,2009-07-20 10:46:00,3,mañana,True,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,2,6e0c7805127172dbad691a941f5715a99b8d99eebfaba94843cd4213497bc822
