episode_id,paired_destination_id,shift_type,shift_minutes,duration_minutes,destination_start,destination_end,source_start,source_end,quarter,daypart,is_weekend,fold,split,seed,source_valid,destination_valid,p_context_valid,h_context_valid,post_context_valid,selected,rejection_reason,manifest_version,manifest_hash
D120_009_WEEKLY,D120_009,WEEKLY,10080,120,2009-06-29 16:36:00,2009-06-29 18:36:00,2009-06-22 16:36:00,2009-06-22 18:36:00,2,tarde,False,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,1,2ea8c352f733f8f7541e4578ac945fbc4b4ce8aa87b184b54c6152614bfa9fa5
D360_000_DAILY,D360_000,DAILY,1440,360,2009-06-25 09:59:00,2009-06-25 15:59:00,2009-06-24 09:59:00,2009-06-24 15:59:00,2,mañana,False,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,1,2ea8c352f733f8f7541e4578ac945fbc4b4ce8aa87b184b54c6152614bfa9fa5
D360_000_WEEKLY,D360_000,WEEKLY,10080,360,2009-06-25 09:59:00,2009-06-25 15:59:00,2009-06-18 09:59:00,2009-06-18 15:59:00,2,mañana,False,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,1,2ea8c352f733f8f7541e4578ac945fbc4b4ce8aa87b184b54c6152614bfa9fa5
D360_001_DAILY,D360_001,DAILY,1440,360,2009-11-19 12:05:00,2009-11-19 18:05:00,2009-11-18 12:05:00,2009-11-18 18:05:00,4,tarde,False,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,1,2ea8c352f733f8f7541e4578ac945fbc4b4ce8aa87b184b54c6152614bfa9fa5
D360_001_WEEKLY,D360_001,WEEKLY,10080,360,2009-11-19 12:05:00,2009-11-19 18:05:00,2009-11-12 12:05:00,2009-11-12 18:05:00,4,tarde,False,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,1,2ea8c352f733f8f7541e4578ac945fbc4b4ce8aa87b184b54c6152614bfa9fa5
D360_002_DAILY,D360_002,DAILY,1440,360,2009-08-04 22:39:00,2009-08-05 04:39:00,2009-08-03 22:39:00,2009-08-04 04:39:00,3,noche,False,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,1,2ea8c352f733f8f7541e4578ac945fbc4b4ce8aa87b184b54c6152614bfa9fa5
D360_002_WEEKLY,D360_002,WEEKLY,10080,360,2009-08-04 22:39:00,2009-08-05 04:39:00,2009-07-28 22:39:00,2009-07-29 04:39:00,3,noche,False,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,1,2ea8c352f733f8f7541e4578ac945fbc4b4ce8aa87b184b54c6152614bfa9fa5
D360_003_DAILY,D360_003,DAILY,1440,360,2009-06-28 14:00:00,2009-06-28 20:00:00,2009-06-27 14:00:00,2009-06-27 20:00:00,2,tarde,True,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,1,2ea8c352f733f8f7541e4578ac945fbc4b4ce8aa87b184b54c6152614bfa9fa5
D360_003_WEEKLY,D360_003,WEEKLY,10080,360,2009-06-28 14:00:00,2009-06-28 20:00:00,2009-06-21 14:00:00,2009-06-21 20:00:00,2,tarde,True,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,1,2ea8c352f733f8f7541e4578ac945fbc4b4ce8aa87b184b54c6152614bfa9fa5
D360_004_DAILY,D360_004,DAILY,1440,360,2009-09-08 02:57:00,2009-09-08 08:57:00,2009-09-07 02:57:00,2009-09-07 08:57:00,3,madrugada,False,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,1,2ea8c352f733f8f7541e4578ac945fbc4b4ce8aa87b184b54c6152614bfa9fa5
D360_004_WEEKLY,D360_004,WEEKLY,10080,360,2009-09-08 02:57:00,2009-09-08 08:57:00,2009-09-01 02:57:00,2009-09-01 08:57:00,3,madrugada,False,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,1,2ea8c352f733f8f7541e4578ac945fbc4b4ce8aa87b184b54c6152614bfa9fa5
D360_005_DAILY,D360_005,DAILY,1440,360,2009-11-07 07:51:00,2009-11-07 13:51:00,2009-11-06 07:51:00,2009-11-06 13:51:00,4,mañana,True,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,1,2ea8c352f733f8f7541e4578ac945fbc4b4ce8aa87b184b54c6152614bfa9fa5
D360_005_WEEKLY,D360_005,WEEKLY,10080,360,2009-11-07 07:51:00,2009-11-07 13:51:00,2009-10-31 07:51:00,2009-10-31 13:51:00,4,mañana,True,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,1,2ea8c352f733f8f7541e4578ac945fbc4b4ce8aa87b184b54c6152614bfa9fa5
D360_006_DAILY,D360_006,DAILY,1440,360,2009-06-30 22:20:00,2009-07-01 04:20:00,2009-06-29 22:20:00,2009-06-30 04:20:00,2,noche,False,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,1,2ea8c352f733f8f7541e4578ac945fbc4b4ce8aa87b184b54c6152614bfa9fa5
D360_006_WEEKLY,D360_006,WEEKLY,10080,360,2009-06-30 22:20:00,2009-07-01 04:20:00,2009-06-23 22:20:00,2009-06-24 04:20:00,2,noche,False,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,1,2ea8c352f733f8f7541e4578ac945fbc4b4ce8aa87b184b54c6152614bfa9fa5
D360_007_DAILY,D360_007,DAILY,1440,360,2009-12-05 14:16:00,2009-12-05 20:16:00,2009-12-04 14:16:00,2009-12-04 20:16:00,4,tarde,True,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,1,2ea8c352f733f8f7541e4578ac945fbc4b4ce8aa87b184b54c6152614bfa9fa5
D360_007_WEEKLY,D360_007,WEEKLY,10080,360,2009-12-05 14:16:00,2009-12-05 20:16:00,2009-11-28 14:16:00,2009-11-28 20:16:00,4,tarde,True,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,1,2ea8c352f733f8f7541e4578ac945fbc4b4ce8aa87b184b54c6152614bfa9fa5
D360_008_DAILY,D360_008,DAILY,1440,360,2009-07-20 07:39:00,2009-07-20 13:39:00,2009-07-19 07:39:00,2009-07-19 13:39:00,3,mañana,False,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,1,2ea8c352f733f8f7541e4578ac945fbc4b4ce8aa87b184b54c6152614bfa9fa5
D360_008_WEEKLY,D360_008,WEEKLY,10080,360,2009-07-20 07:39:00,2009-07-20 13:39:00,2009-07-13 07:39:00,2009-07-13 13:39:00,3,mañana,False,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,1,2ea8c352f733f8f7541e4578ac945fbc4b4ce8aa87b184b54c6152614bfa9fa5
D360_009_DAILY,D360_009,DAILY,1440,360,2009-06-28 05:09:00,2009-06-28 11:09:00,2009-06-27 05:09:00,2009-06-27 11:09:00,2,madrugada,True,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,1,2ea8c352f733f8f7541e4578ac945fbc4b4ce8aa87b184b54c6152614bfa9fa5
D360_009_WEEKLY,D360_009,WEEKLY,10080,360,2009-06-28 05:09:00,2009-06-28 11:09:00,2009-06-21 05:09:00,2009-06-21 11:09:00,2,madrugada,True,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,1,2ea8c352f733f8f7541e4578ac945fbc4b4ce8aa87b184b54c6152614bfa9fa5
D1440_000_DAILY,D1440_000,DAILY,1440,1440,2009-06-30 20:03:00,2009-07-01 20:03:00,2009-06-29 20:03:00,2009-06-30 20:03:00,2,noche,False,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,1,2ea8c352f733f8f7541e4578ac945fbc4b4ce8aa87b184b54c6152614bfa9fa5
D1440_000_WEEKLY,D1440_000,WEEKLY,10080,1440,2009-06-30 20:03:00,2009-07-01 20:03:00,2009-06-23 20:03:00,2009-06-24 20:03:00,2,noche,False,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,1,2ea8c352f733f8f7541e4578ac945fbc4b4ce8aa87b184b54c6152614bfa9fa5
D1440_001_DAILY,D1440_001,DAILY,1440,1440,2009-12-14 15:27:00,2009-12-15 15:27:00,2009-12-13 15:27:00,2009-12-14 15:27:00,4,tarde,False,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,1,2ea8c352f733f8f7541e4578ac945fbc4b4ce8aa87b184b54c6152614bfa9fa5
D1440_001_WEEKLY,D1440_001,WEEKLY,10080,1440,2009-12-14 15:27:00,2009-12-15 15:27:00,2009-12-07 15:27:00,2009-12-08 15:27:00,4,tarde,False,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,1,2ea8c352f733f8f7541e4578ac945fbc4b4ce8aa87b184b54c6152614bfa9fa5
D1440_002_DAILY,D1440_002,DAILY,1440,1440,2009-08-23 03:51:00,2009-08-24 03:51:00,2009-08-22 03:51:00,2009-08-23 03:51:00,3,madrugada,True,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,1,2ea8c352f733f8f7541e4578ac945fbc4b4ce8aa87b184b54c6152614bfa9fa5
D1440_002_WEEKLY,D1440_002,WEEKLY,10080,1440,2009-08-23 03:51:00,2009-08-24 03:51:00,2009-08-16 03:51:00,2009-08-17 03:51:00,3,madrugada,True,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,1,2ea8c352f733f8f7541e4578ac945fbc4b4ce8aa87b184b54c6152614bfa9fa5
D1440_003_DAILY,D1440_003,DAILY,1440,1440,2009-06-22 18:42:00,2009-06-23 18:42:00,2009-06-21 18:42:00,2009-06-22 18:42:00,2,noche,False,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,1,2ea8c352f733f8f7541e4578ac945fbc4b4ce8aa87b184b54c6152614bfa9fa5
D1440_003_WEEKLY,D1440_003,WEEKLY,10080,1440,2009-06-22 18:42:00,2009-06-23 18:42:00,2009-06-15 18:42:00,2009-06-16 18:42:00,2,noche,False,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,1,2ea8c352f733f8f7541e4578ac945fbc4b4ce8aa87b184b54c6152614bfa9fa5
D1440_004_DAILY,D1440_004,DAILY,1440,1440,2009-09-18 08:51:00,2009-09-19 08:51:00,2009-09-17 08:51:00,2009-09-18 08:51:00,3,mañana,False,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,1,2ea8c352f733f8f7541e4578ac945fbc4b4ce8aa87b184b54c6152614bfa9fa5
D1440_004_WEEKLY,D1440_004,WEEKLY,10080,1440,2009-09-18 08:51:00,2009-09-19 08:51:00,2009-09-11 08:51:00,2009-09-12 08:51:00,3,mañana,False,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,1,2ea8c352f733f8f7541e4578ac945fbc4b4ce8aa87b184b54c6152614bfa9fa5
D1440_005_DAILY,D1440_005,DAILY,1440,1440,2009-10-25 15:08:00,2009-10-26 15:08:00,2009-10-24 15:08:00,2009-10-25 15:08:00,4,tarde,True,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,1,2ea8c352f733f8f7541e4578ac945fbc4b4ce8aa87b184b54c6152614bfa9fa5
D1440_005_WEEKLY,D1440_005,WEEKLY,10080,1440,2009-10-25 15:08:00,2009-10-26 15:08:00,2009-10-18 15:08:00,2009-10-19 15:08:00,4,tarde,True,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,1,2ea8c352f733f8f7541e4578ac945fbc4b4ce8aa87b184b54c6152614bfa9fa5
D1440_006_DAILY,D1440_006,DAILY,1440,1440,2009-06-26 03:09:00,2009-06-27 03:09:00,2009-06-25 03:09:00,2009-06-26 03:09:00,2,madrugada,False,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,1,2ea8c352f733f8f7541e4578ac945fbc4b4ce8aa87b184b54c6152614bfa9fa5
D1440_006_WEEKLY,D1440_006,WEEKLY,10080,1440,2009-06-26 03:09:00,2009-06-27 03:09:00,2009-06-19 03:09:00,2009-06-20 03:09:00,2,madrugada,False,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,1,2ea8c352f733f8f7541e4578ac945fbc4b4ce8aa87b184b54c6152614bfa9fa5
D1440_007_DAILY,D1440_007,DAILY,1440,1440,2009-09-26 19:06:00,2009-09-27 19:06:00,2009-09-25 19:06:00,2009-09-26 19:06:00,3,noche,True,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,1,2ea8c352f733f8f7541e4578ac945fbc4b4ce8aa87b184b54c6152614bfa9fa5
D1440_007_WEEKLY,D1440_007,WEEKLY,10080,1440,2009-09-26 19:06:00,2009-09-27 19:06:00,2009-09-19 19:06:00,2009-09-20 19:06:00,3,noche,True,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,1,2ea8c352f733f8f7541e4578ac945fbc4b4ce8aa87b184b54c6152614bfa9fa5
D1440_008_DAILY,D1440_008,DAILY,1440,1440,2009-10-07 11:46:00,2009-10-08 11:46:00,2009-10-06 11:46:00,2009-10-07 11:46:00,4,mañana,False,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,1,2ea8c352f733f8f7541e4578ac945fbc4b4ce8aa87b184b54c6152614bfa9fa5
D1440_008_WEEKLY,D1440_008,WEEKLY,10080,1440,2009-10-07 11:46:00,2009-10-08 11:46:00,2009-09-30 11:46:00,2009-10-01 11:46:00,4,mañana,False,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,1,2ea8c352f733f8f7541e4578ac945fbc4b4ce8aa87b184b54c6152614bfa9fa5
D1440_009_DAILY,D1440_009,DAILY,1440,1440,2009-08-02 15:54:00,2009-08-03 15:54:00,2009-08-01 15:54:00,2009-08-02 15:54:00,3,tarde,True,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,1,2ea8c352f733f8f7541e4578ac945fbc4b4ce8aa87b184b54c6152614bfa9fa5
D1440_009_WEEKLY,D1440_009,WEEKLY,10080,1440,2009-08-02 15:54:00,2009-08-03 15:54:00,2009-07-26 15:54:00,2009-07-27 15:54:00,3,tarde,True,FINAL_CAL_POOL_180,pretest,20260801,True,True,True,True,True,True,,1,2ea8c352f733f8f7541e4578ac945fbc4b4ce8aa87b184b54c6152614bfa9fa5
